NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: Was mich dann jedoch sehr wundert |frequenzy: 1
NamedEntity-Miscellanies: Quote  |frequenzy: 1
NamedEntity-Miscellanies: GKV-Betriebsrentenfreibetragsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: GW |frequenzy: 1
NamedEntity-Miscellanies: jüdischen Bolschewismus |frequenzy: 1
NamedEntity-Miscellanies: die Jahre von |frequenzy: 1
NamedEntity-Miscellanies: CO2-Einnahmen |frequenzy: 1
NamedEntity-Miscellanies: Hauses;denn Wissenschaftskommunikation |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Französischer Vertrag |frequenzy: 1
NamedEntity-Miscellanies: Verträgen auf Onlinemarktplätzen |frequenzy: 1
NamedEntity-Miscellanies: AfD  Schämen |frequenzy: 1
NamedEntity-Miscellanies: Klare Vorgaben |frequenzy: 1
NamedEntity-Miscellanies: Die letzte Instanz |frequenzy: 1
NamedEntity-Miscellanies: Wirtschaftsflüchtling des Jahres |frequenzy: 1
NamedEntity-Miscellanies: Datenschutz– nix Willkür  |frequenzy: 1
NamedEntity-Miscellanies: Menschenhandel mit Gewaltanwendung |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Abend des Deutschen Zentrums für Luft- und Raumfahrt |frequenzy: 1
NamedEntity-Miscellanies: Trauer-GroKo |frequenzy: 1
NamedEntity-Miscellanies: Jahr Klarheit |frequenzy: 1
NamedEntity-Miscellanies: Baugesetzbuchnovellen |frequenzy: 1
NamedEntity-Miscellanies: WTO-Schlichtungsverfahren |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Mittelamerikanischen |frequenzy: 1
NamedEntity-Miscellanies: Servicepersonals |frequenzy: 1
NamedEntity-Miscellanies: Ein Altschuldenfonds |frequenzy: 1
NamedEntity-Miscellanies: Der Einzelplan 15 |frequenzy: 1
NamedEntity-Miscellanies: IT-Sicherheitsgesetzes  |frequenzy: 1
NamedEntity-Miscellanies: Schweinepreis |frequenzy: 1
NamedEntity-Miscellanies: pure Chaos |frequenzy: 1
NamedEntity-Miscellanies: Ihr Dogma |frequenzy: 1
NamedEntity-Miscellanies: empfindlicher |frequenzy: 1
NamedEntity-Miscellanies: Unsere in der Verfassung |frequenzy: 1
NamedEntity-Miscellanies: Oberwitz – |frequenzy: 1
NamedEntity-Miscellanies: Obdachlos 2002 |frequenzy: 1
NamedEntity-Miscellanies: 14 Milliarden |frequenzy: 1
NamedEntity-Miscellanies: Wasserfloh |frequenzy: 1
NamedEntity-Miscellanies: Tag der Kurzarbeit |frequenzy: 1
NamedEntity-Miscellanies: Zeit für das Kind |frequenzy: 1
NamedEntity-Miscellanies: Eine Warnung“ Was |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosengeld-I-Empfänger |frequenzy: 1
NamedEntity-Miscellanies: Ihr wahres Gesicht |frequenzy: 1
NamedEntity-Miscellanies: Steuerumgehungsbekämpfungsgesetz gegen Briefkastenfirmen |frequenzy: 1
NamedEntity-Miscellanies: Regierung Keïta |frequenzy: 1
NamedEntity-Miscellanies: Aachener Vertrag gehen wir |frequenzy: 1
NamedEntity-Miscellanies: Fulda–Gerstungen |frequenzy: 1
NamedEntity-Miscellanies: Gesetz X |frequenzy: 1
NamedEntity-Miscellanies: Det is |frequenzy: 1
NamedEntity-Miscellanies: Die Strategie der Bundesregierung zu Forschung und Innovation |frequenzy: 1
NamedEntity-Miscellanies: Mauermörder-Nachfolgepartei |frequenzy: 1
NamedEntity-Miscellanies: Stakeholder-Konferenzen |frequenzy: 1
NamedEntity-Miscellanies: Haftungsansprüche Overblocking |frequenzy: 1
NamedEntity-Miscellanies: Die Rolle der Opposition |frequenzy: 1
NamedEntity-Miscellanies: Digitalisierungsprozesses des Mittelstandes |frequenzy: 1
NamedEntity-Miscellanies: The next War |frequenzy: 1
NamedEntity-Miscellanies: Augenblick iPhone |frequenzy: 1
NamedEntity-Miscellanies: Hamas– |frequenzy: 1
NamedEntity-Miscellanies: ­YouTubern |frequenzy: 1
NamedEntity-Miscellanies: Es wundert mich ja jedes Mal |frequenzy: 1
NamedEntity-Miscellanies: Der Präsident |frequenzy: 1
NamedEntity-Miscellanies: Das Wort zur Gegenrede |frequenzy: 1
NamedEntity-Miscellanies: George-Floyd-Schriftzug |frequenzy: 1
NamedEntity-Miscellanies: Auskühlens |frequenzy: 1
NamedEntity-Miscellanies: CSU-Funktionär |frequenzy: 1
NamedEntity-Miscellanies: Die Ausschussüberweisung |frequenzy: 1
NamedEntity-Miscellanies: Notlagentarifs |frequenzy: 1
NamedEntity-Miscellanies: Das meine ich mit „überambitionierten Zielen |frequenzy: 1
NamedEntity-Miscellanies: Finanzmarktkrise  |frequenzy: 1
NamedEntity-Miscellanies: Bürokratieabbaugesetzes III |frequenzy: 1
NamedEntity-Miscellanies: britischen EU-Austritt |frequenzy: 1
NamedEntity-Miscellanies: Made in China  |frequenzy: 1
NamedEntity-Miscellanies: Scully-Effekt |frequenzy: 1
NamedEntity-Miscellanies: Befindlichkeiten des Partnerlandes |frequenzy: 1
NamedEntity-Miscellanies: Mir gäbet nix! |frequenzy: 1
NamedEntity-Miscellanies: Solitärgesetz |frequenzy: 1
NamedEntity-Miscellanies: Netzwerksdurchsetzungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: conversio |frequenzy: 1
NamedEntity-Miscellanies: Sachlich-Politischen |frequenzy: 1
NamedEntity-Miscellanies: Ausschusses für die konstruktive |frequenzy: 1
NamedEntity-Miscellanies: Realwirtschaften |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Kontrollgremiums für die Geheimdienste |frequenzy: 1
NamedEntity-Miscellanies: Herr Krischer– |frequenzy: 1
NamedEntity-Miscellanies: stattfindet“,meine |frequenzy: 1
NamedEntity-Miscellanies: Einzelplan des Verkehrsministeriums |frequenzy: 1
NamedEntity-Miscellanies: Gedenkens an den Holocaust |frequenzy: 1
NamedEntity-Miscellanies: Bestellers |frequenzy: 1
NamedEntity-Miscellanies: Gulags |frequenzy: 1
NamedEntity-Miscellanies: Erstürmung des Kapitols |frequenzy: 1
NamedEntity-Miscellanies: 30  Jahr der friedlichen Revolution |frequenzy: 1
NamedEntity-Miscellanies: Fahrenheit 451 |frequenzy: 1
NamedEntity-Miscellanies: Was hilft den Arbeitnehmerinnen und Arbeitnehmern |frequenzy: 1
NamedEntity-Miscellanies: DIHK-Chef |frequenzy: 1
NamedEntity-Miscellanies: Investitionsquote |frequenzy: 1
NamedEntity-Miscellanies: Unsere Hand |frequenzy: 1
NamedEntity-Miscellanies: Möring |frequenzy: 1
NamedEntity-Miscellanies: Millionen Migranten |frequenzy: 1
NamedEntity-Miscellanies: Fahrkarten für Azubis und für Studierende |frequenzy: 1
NamedEntity-Miscellanies: Kostenrechtsänderungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: HeßenkemperKarsten |frequenzy: 1
NamedEntity-Miscellanies: Gefahr des Todes |frequenzy: 1
NamedEntity-Miscellanies: Open Data kämpfe |frequenzy: 1
NamedEntity-Miscellanies: Die Risiken |frequenzy: 1
NamedEntity-Miscellanies: AfD Auch |frequenzy: 1
NamedEntity-Miscellanies: Halle 5G |frequenzy: 1
NamedEntity-Miscellanies: Zehn Jahre keine jungen Menschen |frequenzy: 1
NamedEntity-Miscellanies: deutschen Kameraden |frequenzy: 1
NamedEntity-Miscellanies: Aluhüte |frequenzy: 1
NamedEntity-Miscellanies: Die Bezeichnung „divers“ |frequenzy: 1
NamedEntity-Miscellanies: Herren – Wir |frequenzy: 1
NamedEntity-Miscellanies: Das trifft selbstverständlich |frequenzy: 1
NamedEntity-Miscellanies: lebensnah |frequenzy: 1
NamedEntity-Miscellanies: Sechs-Punkte-Plan zurBekämpfung |frequenzy: 1
NamedEntity-Miscellanies: Was machst du denn |frequenzy: 1
NamedEntity-Miscellanies: Unser Kinderchancengeld |frequenzy: 1
NamedEntity-Miscellanies: Sofja-Kovalevskaja-Preis |frequenzy: 1
NamedEntity-Miscellanies: Der voluminöse Teilhaushalt 10 |frequenzy: 1
NamedEntity-Miscellanies: Der einzige Lichtblick |frequenzy: 1
NamedEntity-Miscellanies: Sie Wort für Wort |frequenzy: 1
NamedEntity-Miscellanies: recht –  |frequenzy: 1
NamedEntity-Miscellanies: Frieden in anderen Erdteilen |frequenzy: 1
NamedEntity-Miscellanies: Zivilisationsbruch der Shoah |frequenzy: 1
NamedEntity-Miscellanies: parlamentarischen Kniefall |frequenzy: 1
NamedEntity-Miscellanies: Mehrwertsteuersystemrichtlinie |frequenzy: 1
NamedEntity-Miscellanies: Rest-EU |frequenzy: 1
NamedEntity-Miscellanies: Vision  |frequenzy: 1
NamedEntity-Miscellanies: PRTs |frequenzy: 1
NamedEntity-Miscellanies: Zuhörerinnen auf den Tribünen! |frequenzy: 1
NamedEntity-Miscellanies: Gut und Böse |frequenzy: 1
NamedEntity-Miscellanies: Steuerzahler in Höhe |frequenzy: 1
NamedEntity-Miscellanies: Elternteile in Arbeit |frequenzy: 1
NamedEntity-Miscellanies: Teufel- |frequenzy: 1
NamedEntity-Miscellanies: CLP-Verordnung |frequenzy: 1
NamedEntity-Miscellanies: Mein Opa |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Versammlung der Organisation für Sicherheit und Zusammenarbeit in Europa |frequenzy: 1
NamedEntity-Miscellanies: Vierten Weltkrieg |frequenzy: 1
NamedEntity-Miscellanies: Sie Sea Guardian |frequenzy: 1
NamedEntity-Miscellanies: Aufs Jahr |frequenzy: 1
NamedEntity-Miscellanies: Iraks Zukunft |frequenzy: 1
NamedEntity-Miscellanies: 1991–  |frequenzy: 1
NamedEntity-Miscellanies: Omni-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Rot-Rot-Grün ja |frequenzy: 1
NamedEntity-Miscellanies: Bs – Bauen |frequenzy: 1
NamedEntity-Miscellanies: Weltmeisterschaft 2006 |frequenzy: 1
NamedEntity-Miscellanies: ideologisch-totalitären |frequenzy: 1
NamedEntity-Miscellanies: Städtetages |frequenzy: 1
NamedEntity-Miscellanies: ahnden –  |frequenzy: 1
NamedEntity-Miscellanies: ‑das |frequenzy: 1
NamedEntity-Miscellanies: Dreimal im Jahr |frequenzy: 1
NamedEntity-Miscellanies: Agenda für Kultur und Zukunft  |frequenzy: 1
NamedEntity-Miscellanies: Gesetzesänderungen ohne Debatte |frequenzy: 1
NamedEntity-Miscellanies: Schutzziele |frequenzy: 1
NamedEntity-Miscellanies: Krieg gegen unser Volk |frequenzy: 1
NamedEntity-Miscellanies: Acht Jahre Aufschwung |frequenzy: 1
NamedEntity-Miscellanies: geben (Beifall |frequenzy: 1
NamedEntity-Miscellanies: Provisionen für Reisebüros |frequenzy: 1
NamedEntity-Miscellanies: Nutzern Tag für Tag |frequenzy: 1
NamedEntity-Miscellanies: Das wissen wir als Menschen |frequenzy: 1
NamedEntity-Miscellanies: rot-rot-grüner Senat |frequenzy: 1
NamedEntity-Miscellanies: Absatz 3 |frequenzy: 1
NamedEntity-Miscellanies: Teamspiel schafft Vertrauen |frequenzy: 1
NamedEntity-Miscellanies: In unserem Haus |frequenzy: 1
NamedEntity-Miscellanies: Afrika-Kenner |frequenzy: 1
NamedEntity-Miscellanies: wünsche ich mir von allen Bundesländern |frequenzy: 1
NamedEntity-Miscellanies: Romanciers |frequenzy: 1
NamedEntity-Miscellanies: 10-Prozent-Schwelle |frequenzy: 1
NamedEntity-Miscellanies: Man-müsste-mal-Papier |frequenzy: 1
NamedEntity-Miscellanies: haben – Warten |frequenzy: 1
NamedEntity-Miscellanies: Abbaus des Solidaritätszuschlags zum Jahr 2021 |frequenzy: 1
NamedEntity-Miscellanies: PKGr-Reform |frequenzy: 1
NamedEntity-Miscellanies: Regierung Al-Kadhimi |frequenzy: 1
NamedEntity-Miscellanies: Zwölf Jahre alt |frequenzy: 1
NamedEntity-Miscellanies: Weihnachtspost |frequenzy: 1
NamedEntity-Miscellanies: Licht-und-Schatten-Geschichten |frequenzy: 1
NamedEntity-Miscellanies: fünf Jahre Mindestlohn |frequenzy: 1
NamedEntity-Miscellanies: StudiVZ |frequenzy: 1
NamedEntity-Miscellanies: spanisch |frequenzy: 1
NamedEntity-Miscellanies: Designschutzes für Ersatzteile |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 2050 |frequenzy: 1
NamedEntity-Miscellanies: Umweltschutz- |frequenzy: 1
NamedEntity-Miscellanies: undKollegen |frequenzy: 1
NamedEntity-Miscellanies: Meine Kollegin Frau Maag |frequenzy: 1
NamedEntity-Miscellanies: Die Ereignisse in Bezug auf |frequenzy: 1
NamedEntity-Miscellanies: Brot pro Tag |frequenzy: 1
NamedEntity-Miscellanies: Lieber Kinder statt Inder |frequenzy: 1
NamedEntity-Miscellanies: Gesetz hinter dem Namen |frequenzy: 1
NamedEntity-Miscellanies: Ein Jahr für andere“ |frequenzy: 1
NamedEntity-Miscellanies: FrauKarliczek |frequenzy: 1
NamedEntity-Miscellanies: Eine CO2-Senke |frequenzy: 1
NamedEntity-Miscellanies: Der zweite Haushalt |frequenzy: 1
NamedEntity-Miscellanies: Bloodlands – Europa |frequenzy: 1
NamedEntity-Miscellanies: Ich kenne Leute |frequenzy: 1
NamedEntity-Miscellanies: CO2-Minderungsprogrammen |frequenzy: 1
NamedEntity-Miscellanies: Olympischen Spiele 2036 |frequenzy: 1
NamedEntity-Miscellanies: -Jetzt |frequenzy: 1
NamedEntity-Miscellanies: Die Gedächtnislosen |frequenzy: 1
NamedEntity-Miscellanies: Dieses Jahr wird |frequenzy: 1
NamedEntity-Miscellanies: Gute Ganztagsschule |frequenzy: 1
NamedEntity-Miscellanies: Lkw-Maut an die Toll Collect |frequenzy: 1
NamedEntity-Miscellanies: Agenda 2030  |frequenzy: 1
NamedEntity-Miscellanies: Compact for Migration |frequenzy: 1
NamedEntity-Miscellanies: Pooling-Verkehre |frequenzy: 1
NamedEntity-Miscellanies: ­herausarbeiten |frequenzy: 1
NamedEntity-Miscellanies: Attentat auf den sudanesischen Ministerpräsidenten |frequenzy: 1
NamedEntity-Miscellanies: Marxismus-­Leninismus |frequenzy: 1
NamedEntity-Miscellanies: Seidmacherinnengäßchen |frequenzy: 1
NamedEntity-Miscellanies: Tourismus-Wegweiser |frequenzy: 1
NamedEntity-Miscellanies: besser – Glauben |frequenzy: 1
NamedEntity-Miscellanies: Wenn ich mir das Wörterbuch |frequenzy: 1
NamedEntity-Miscellanies: HYPOS-H2-Netz |frequenzy: 1
NamedEntity-Miscellanies: Covid-19-Geimpfte |frequenzy: 1
NamedEntity-Miscellanies: Indymedia  |frequenzy: 1
NamedEntity-Miscellanies: Kinderpornografie in Zukunft |frequenzy: 1
NamedEntity-Miscellanies: Kon­trolldichte |frequenzy: 1
NamedEntity-Miscellanies: Ein Piktogramm |frequenzy: 1
NamedEntity-Miscellanies: Die Deutschen |frequenzy: 1
NamedEntity-Miscellanies: StGB Wir |frequenzy: 1
NamedEntity-Miscellanies: Der nächster Redner |frequenzy: 1
NamedEntity-Miscellanies: UMG |frequenzy: 1
NamedEntity-Miscellanies: Die Friedliche Revolution |frequenzy: 1
NamedEntity-Miscellanies: Vernichtungskrieg ­Mussolinis |frequenzy: 1
NamedEntity-Miscellanies: Hizb-Allah-eigene Shahid-Stiftung |frequenzy: 1
NamedEntity-Miscellanies: Normenhierarchie |frequenzy: 1
NamedEntity-Miscellanies: State-to-State-Schiedsverfahren |frequenzy: 1
NamedEntity-Miscellanies: Tonne |frequenzy: 1
NamedEntity-Miscellanies: Sanktionen gegen die entsprechenden Staaten |frequenzy: 1
NamedEntity-Miscellanies: Ihr Fahrplan |frequenzy: 1
NamedEntity-Miscellanies: La Princesse de Navarre |frequenzy: 1
NamedEntity-Miscellanies: Schweiz-Experten |frequenzy: 1
NamedEntity-Miscellanies: Rechtsanwender |frequenzy: 1
NamedEntity-Miscellanies: CSU-Kreisen |frequenzy: 1
NamedEntity-Miscellanies: Der Transformationsprozess |frequenzy: 1
NamedEntity-Miscellanies: Pfandbriefes |frequenzy: 1
NamedEntity-Miscellanies: Plenartages |frequenzy: 1
NamedEntity-Miscellanies: Deutsche Schiffe |frequenzy: 1
NamedEntity-Miscellanies: Cashcow |frequenzy: 1
NamedEntity-Miscellanies: The Ocean Cleanup |frequenzy: 1
NamedEntity-Miscellanies: Zustellerbranche |frequenzy: 1
NamedEntity-Miscellanies: Good Friday Agreement  |frequenzy: 1
NamedEntity-Miscellanies: BAföG Schritt |frequenzy: 1
NamedEntity-Miscellanies: Grundimpuls |frequenzy: 1
NamedEntity-Miscellanies: Die Netzpolitik der Regierung |frequenzy: 1
NamedEntity-Miscellanies: IfM-Institut  |frequenzy: 1
NamedEntity-Miscellanies: Nicht-EU-Forscher |frequenzy: 1
NamedEntity-Miscellanies: Effort-Sharing-Verständigung |frequenzy: 1
NamedEntity-Miscellanies: zwei Jahre geführt |frequenzy: 1
NamedEntity-Miscellanies: CSUler |frequenzy: 1
NamedEntity-Miscellanies: Tag 1,7 Milliarden Kilowattstunden |frequenzy: 1
NamedEntity-Miscellanies: Die Lampe |frequenzy: 1
NamedEntity-Miscellanies: Liebe Kollegin Amtsberg |frequenzy: 1
NamedEntity-Miscellanies: CSU-nahen |frequenzy: 1
NamedEntity-Miscellanies: FDP-Parteitagen |frequenzy: 1
NamedEntity-Miscellanies: Day daraus |frequenzy: 1
NamedEntity-Miscellanies: Aperol |frequenzy: 1
NamedEntity-Miscellanies: Das wollte ich zu Beginn unserer parlamentarischen Beratungen |frequenzy: 1
NamedEntity-Miscellanies: Ihres Entschließungsantrages |frequenzy: 1
NamedEntity-Miscellanies: Tausenden Opfern |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre vorgetragen |frequenzy: 1
NamedEntity-Miscellanies: bedenklich “Daher |frequenzy: 1
NamedEntity-Miscellanies: Tag der Hoffnung |frequenzy: 1
NamedEntity-Miscellanies: Zeit im Stau |frequenzy: 1
NamedEntity-Miscellanies: CO2-Abscheidung |frequenzy: 1
NamedEntity-Miscellanies: Blood & Honour |frequenzy: 1
NamedEntity-Miscellanies: Liebe Frau Verlinden |frequenzy: 1
NamedEntity-Miscellanies: strittig – iPads! |frequenzy: 1
NamedEntity-Miscellanies: Strafbares |frequenzy: 1
NamedEntity-Miscellanies: what­ever |frequenzy: 1
NamedEntity-Miscellanies: Vereinen für Kinder im Hartz‑IV-Bezug |frequenzy: 1
NamedEntity-Miscellanies: CSUAngesichts |frequenzy: 1
NamedEntity-Miscellanies: stellen – Ich |frequenzy: 1
NamedEntity-Miscellanies: pro Tag |frequenzy: 1
NamedEntity-Miscellanies: KIimaschutzprogramms |frequenzy: 1
NamedEntity-Miscellanies: Wenn du Frieden |frequenzy: 1
NamedEntity-Miscellanies: SGB XII Auch |frequenzy: 1
NamedEntity-Miscellanies: Genossin Giffey |frequenzy: 1
NamedEntity-Miscellanies: Aggelidis –  |frequenzy: 1
NamedEntity-Miscellanies: Dr  Gesine |frequenzy: 1
NamedEntity-Miscellanies: Im Jahre 2018 |frequenzy: 1
NamedEntity-Miscellanies: Herr Bundeskanzler |frequenzy: 1
NamedEntity-Miscellanies: Freibetrags von 1  |frequenzy: 1
NamedEntity-Miscellanies: G 10-Kommission usw  Wir |frequenzy: 1
NamedEntity-Miscellanies: Klimaleugner  |frequenzy: 1
NamedEntity-Miscellanies: EU-vertraglichen |frequenzy: 1
NamedEntity-Miscellanies: Tonne CO2 pro Jahr |frequenzy: 1
NamedEntity-Miscellanies: Angriff auf die Stadt Ghuta |frequenzy: 1
NamedEntity-Miscellanies: Lastabwurf |frequenzy: 1
NamedEntity-Miscellanies: MINT-Lehrkräften |frequenzy: 1
NamedEntity-Miscellanies: DIVI |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 2011 |frequenzy: 1
NamedEntity-Miscellanies: Kriegsflugzeuge |frequenzy: 1
NamedEntity-Miscellanies: Cradle-to-Cradle-System |frequenzy: 1
NamedEntity-Miscellanies: Mindestlöhne |frequenzy: 1
NamedEntity-Miscellanies: vereinbaren §  |frequenzy: 1
NamedEntity-Miscellanies: Killer Robotics |frequenzy: 1
NamedEntity-Miscellanies: Sprech  |frequenzy: 1
NamedEntity-Miscellanies: Einzubürgernde |frequenzy: 1
NamedEntity-Miscellanies: Riester-Reform |frequenzy: 1
NamedEntity-Miscellanies: Homeschooling  |frequenzy: 1
NamedEntity-Miscellanies: Rote Kapelle |frequenzy: 1
NamedEntity-Miscellanies: Vertrag vom Deutschen Bundestag |frequenzy: 1
NamedEntity-Miscellanies: geredet –  |frequenzy: 1
NamedEntity-Miscellanies: Umsätzen im Jahr davor |frequenzy: 1
NamedEntity-Miscellanies: Heureka-Moment |frequenzy: 1
NamedEntity-Miscellanies: Unser Arbeitsmarkt |frequenzy: 1
NamedEntity-Miscellanies: Karrierewünschen |frequenzy: 1
NamedEntity-Miscellanies: Seeleute soziale |frequenzy: 1
NamedEntity-Miscellanies: Die gebe ich Ihnen |frequenzy: 1
NamedEntity-Miscellanies: Anstatt Europa |frequenzy: 1
NamedEntity-Miscellanies: Wirecard-Memorysteinen |frequenzy: 1
NamedEntity-Miscellanies: Kupferkabel |frequenzy: 1
NamedEntity-Miscellanies: Smart-Citys-Pilotprojekte |frequenzy: 1
NamedEntity-Miscellanies: Einlagensicherungstopf |frequenzy: 1
NamedEntity-Miscellanies: Vertrag von Lugano |frequenzy: 1
NamedEntity-Miscellanies: Fatigue-Syndrom |frequenzy: 1
NamedEntity-Miscellanies: Bundestagswahl 150 000  |frequenzy: 1
NamedEntity-Miscellanies: Bildungshintergrund |frequenzy: 1
NamedEntity-Miscellanies: BeekDr |frequenzy: 1
NamedEntity-Miscellanies: Mietendeckelgesetz |frequenzy: 1
NamedEntity-Miscellanies: Wir hatten–  |frequenzy: 1
NamedEntity-Miscellanies: Leary  |frequenzy: 1
NamedEntity-Miscellanies: Rufbus on Demand |frequenzy: 1
NamedEntity-Miscellanies: Wasserverbrauchern |frequenzy: 1
NamedEntity-Miscellanies: SWR-„Tatort |frequenzy: 1
NamedEntity-Miscellanies: Wer ohne nachvollziehbaren Grund |frequenzy: 1
NamedEntity-Miscellanies: Das  |frequenzy: 1
NamedEntity-Miscellanies: Kosovokrieges |frequenzy: 1
NamedEntity-Miscellanies: Operation Grundsteuer |frequenzy: 1
NamedEntity-Miscellanies: Bahn-Aufsichtsrat |frequenzy: 1
NamedEntity-Miscellanies: Die Landesjugendämter |frequenzy: 1
NamedEntity-Miscellanies: Iran Saeed Karimian |frequenzy: 1
NamedEntity-Miscellanies: Telko-Konzerne |frequenzy: 1
NamedEntity-Miscellanies: Jahr 70 Jahre NATO |frequenzy: 1
NamedEntity-Miscellanies: Wirksame Entgeltgleichheit |frequenzy: 1
NamedEntity-Miscellanies: Operationen,– |frequenzy: 1
NamedEntity-Miscellanies: EMIR-Verordnung im Jahr 2012 |frequenzy: 1
NamedEntity-Miscellanies: NABEG  |frequenzy: 1
NamedEntity-Miscellanies: rheinisch-bergischen |frequenzy: 1
NamedEntity-Miscellanies: Nichteinreise |frequenzy: 1
NamedEntity-Miscellanies: Flottenverbrauch von Fahrzeugen |frequenzy: 1
NamedEntity-Miscellanies: Buch Sozialgesetzbuch |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 1949 |frequenzy: 1
NamedEntity-Miscellanies: Marketings |frequenzy: 1
NamedEntity-Miscellanies: EUZBBG  |frequenzy: 1
NamedEntity-Miscellanies: Derivate  |frequenzy: 1
