NamedEntity-Miscellanies: deutschen |frequenzy: 875
NamedEntity-Miscellanies: Bundesbeamten |frequenzy: 2
NamedEntity-Miscellanies: BKA  |frequenzy: 2
NamedEntity-Miscellanies: Sozialsystems |frequenzy: 2
NamedEntity-Miscellanies: 30 Jahre |frequenzy: 2
NamedEntity-Miscellanies: Gepflogenheiten |frequenzy: 2
NamedEntity-Miscellanies: Das alles |frequenzy: 2
NamedEntity-Miscellanies: Vorjahren |frequenzy: 2
NamedEntity-Miscellanies: handwerklichen |frequenzy: 2
NamedEntity-Miscellanies: ins Jahr  |frequenzy: 2
NamedEntity-Miscellanies: IMD-Ranking der wettbewerbsfähigsten Länder |frequenzy: 2
NamedEntity-Miscellanies: SGB IX |frequenzy: 2
NamedEntity-Miscellanies: Fachkräftemangels |frequenzy: 2
NamedEntity-Miscellanies: Afghanistan Frieden |frequenzy: 2
NamedEntity-Miscellanies: Wahlgesetzes |frequenzy: 2
NamedEntity-Miscellanies: Ihr Ministerium |frequenzy: 2
NamedEntity-Miscellanies: Tante-Emma-Laden |frequenzy: 2
NamedEntity-Miscellanies: EY |frequenzy: 2
NamedEntity-Miscellanies: chinesischer |frequenzy: 2
NamedEntity-Miscellanies: Zeile  |frequenzy: 2
NamedEntity-Miscellanies: ARD-Korrespondent |frequenzy: 2
NamedEntity-Miscellanies: Anschlags |frequenzy: 2
NamedEntity-Miscellanies: Wir  |frequenzy: 2
NamedEntity-Miscellanies: Guten Tag |frequenzy: 2
NamedEntity-Miscellanies: Paktes für den Rechtsstaat |frequenzy: 2
NamedEntity-Miscellanies: Ein Land |frequenzy: 2
NamedEntity-Miscellanies: Belastungstarif |frequenzy: 2
NamedEntity-Miscellanies: Kinderwunsch |frequenzy: 2
NamedEntity-Miscellanies: Euro-6-Diesel |frequenzy: 2
NamedEntity-Miscellanies: im Jahr 2019 |frequenzy: 2
NamedEntity-Miscellanies: Arbeitnehmer-Entsendegesetz |frequenzy: 2
NamedEntity-Miscellanies: 2  Juli |frequenzy: 2
NamedEntity-Miscellanies: DDR-Wirtschaft |frequenzy: 2
NamedEntity-Miscellanies: COP 25 |frequenzy: 2
NamedEntity-Miscellanies: EU-Screening-Verordnung |frequenzy: 2
NamedEntity-Miscellanies: Flugsicherheit |frequenzy: 2
NamedEntity-Miscellanies: AfD-Modell |frequenzy: 2
NamedEntity-Miscellanies: KM 4 |frequenzy: 2
NamedEntity-Miscellanies: Target2 |frequenzy: 2
NamedEntity-Miscellanies: NSU-Mordserie |frequenzy: 2
NamedEntity-Miscellanies: Vietnamkrieg |frequenzy: 2
NamedEntity-Miscellanies: Frieden und Sicherheit |frequenzy: 2
NamedEntity-Miscellanies: Morgenmagazin |frequenzy: 2
NamedEntity-Miscellanies: Glyphosatausstieg |frequenzy: 2
NamedEntity-Miscellanies: Liebe Bauern |frequenzy: 2
NamedEntity-Miscellanies: CDU-Bundestagsabgeordneter |frequenzy: 2
NamedEntity-Miscellanies: Nationalhymne |frequenzy: 2
NamedEntity-Miscellanies: Australier  |frequenzy: 2
NamedEntity-Miscellanies: MTA-Reformgesetz |frequenzy: 2
NamedEntity-Miscellanies: Kahrs  |frequenzy: 2
NamedEntity-Miscellanies: Sachen Barrierefreiheit |frequenzy: 2
NamedEntity-Miscellanies: Links-Grünen |frequenzy: 2
NamedEntity-Miscellanies: Waterloo |frequenzy: 2
NamedEntity-Miscellanies: multiethnische |frequenzy: 2
NamedEntity-Miscellanies: Deutsches |frequenzy: 2
NamedEntity-Miscellanies: Euro 7 |frequenzy: 2
NamedEntity-Miscellanies: WittkeTobias |frequenzy: 2
NamedEntity-Miscellanies: Werten der Charta der Vereinten Nationen |frequenzy: 2
NamedEntity-Miscellanies: 6  Dezember |frequenzy: 2
NamedEntity-Miscellanies: Tages  |frequenzy: 2
NamedEntity-Miscellanies: Statistisch |frequenzy: 2
NamedEntity-Miscellanies: TresselJürgen TrittinDr |frequenzy: 2
NamedEntity-Miscellanies: Dr  Claudia Schmidtke |frequenzy: 2
NamedEntity-Miscellanies: NATO-Länder |frequenzy: 2
NamedEntity-Miscellanies: Die Gehälter |frequenzy: 2
NamedEntity-Miscellanies: GRÜNENEkin |frequenzy: 2
NamedEntity-Miscellanies: gesundheitliches |frequenzy: 2
NamedEntity-Miscellanies: Wohlergehen |frequenzy: 2
NamedEntity-Miscellanies: Die Sache |frequenzy: 2
NamedEntity-Miscellanies: Fehlanreize |frequenzy: 2
NamedEntity-Miscellanies: Jahr 2010 |frequenzy: 2
NamedEntity-Miscellanies: Bedarfsgemeinschaft |frequenzy: 2
NamedEntity-Miscellanies: Polizeibehörden |frequenzy: 2
NamedEntity-Miscellanies: Grundlast |frequenzy: 2
NamedEntity-Miscellanies: MiddelbergDietrich |frequenzy: 2
NamedEntity-Miscellanies: Pöstchen |frequenzy: 2
NamedEntity-Miscellanies: Ladenhüter |frequenzy: 2
NamedEntity-Miscellanies: Ihr Programm |frequenzy: 2
NamedEntity-Miscellanies: Wiedereinstieg |frequenzy: 2
NamedEntity-Miscellanies: Registermodernisierungsgesetz |frequenzy: 2
NamedEntity-Miscellanies: Die Situation |frequenzy: 2
NamedEntity-Miscellanies: sonnenklar |frequenzy: 2
NamedEntity-Miscellanies: Jahr 2015 |frequenzy: 2
NamedEntity-Miscellanies: nordkoreanischen |frequenzy: 2
NamedEntity-Miscellanies: Tag vor der Debatte |frequenzy: 2
NamedEntity-Miscellanies: Merkel-­Regierung |frequenzy: 2
NamedEntity-Miscellanies: 11  Oktober |frequenzy: 2
NamedEntity-Miscellanies: Euro-Rettungskosten |frequenzy: 2
NamedEntity-Miscellanies: Deutschlandtakt |frequenzy: 2
NamedEntity-Miscellanies: Pflegebedürftigkeit |frequenzy: 2
NamedEntity-Miscellanies: ist–  |frequenzy: 2
NamedEntity-Miscellanies: CDU-Vorsitzende |frequenzy: 2
NamedEntity-Miscellanies: JörgCezanneDIE LINKEJörg Cezanne |frequenzy: 2
NamedEntity-Miscellanies: CDU-Regierung |frequenzy: 2
NamedEntity-Miscellanies: Hunger auf der Welt |frequenzy: 2
NamedEntity-Miscellanies: Kostenpauschale |frequenzy: 2
NamedEntity-Miscellanies: Einkaufsverhalten |frequenzy: 2
NamedEntity-Miscellanies: unveräußerlicher |frequenzy: 2
NamedEntity-Miscellanies: Stück für Stück |frequenzy: 2
NamedEntity-Miscellanies: Regierung Erdogan |frequenzy: 2
NamedEntity-Miscellanies: Einzelplan 17 |frequenzy: 2
NamedEntity-Miscellanies: Entwicklungsprozess |frequenzy: 2
NamedEntity-Miscellanies: Der Stickstoffdioxidgrenzwert |frequenzy: 2
NamedEntity-Miscellanies: Syrien-Krieges |frequenzy: 2
NamedEntity-Miscellanies: Leistungsträgern |frequenzy: 2
NamedEntity-Miscellanies: jämmerlichen |frequenzy: 2
NamedEntity-Miscellanies: Wirken der Treuhand |frequenzy: 2
NamedEntity-Miscellanies: Biden-Administration |frequenzy: 2
NamedEntity-Miscellanies: Bergpredigt |frequenzy: 2
NamedEntity-Miscellanies: FdGO |frequenzy: 2
NamedEntity-Miscellanies: Herdenschutzhunden |frequenzy: 2
NamedEntity-Miscellanies: ASEM-Gipfel |frequenzy: 2
NamedEntity-Miscellanies: Einzelplan |frequenzy: 2
NamedEntity-Miscellanies: Lockdown  |frequenzy: 2
NamedEntity-Miscellanies: Binnennachfrage |frequenzy: 2
NamedEntity-Miscellanies: Arbeitnehmer-Pauschbetrag |frequenzy: 2
NamedEntity-Miscellanies: Zalando |frequenzy: 2
NamedEntity-Miscellanies: StegemannAndreas SteierPeter Stein Sebastian SteinekeJohannes |frequenzy: 2
NamedEntity-Miscellanies: BfArM |frequenzy: 2
NamedEntity-Miscellanies: Papieren |frequenzy: 2
NamedEntity-Miscellanies: Impfpass |frequenzy: 2
NamedEntity-Miscellanies: Verfassungsbeschwerden |frequenzy: 2
NamedEntity-Miscellanies: AfD ja |frequenzy: 2
NamedEntity-Miscellanies: Euro 7 |frequenzy: 2
NamedEntity-Miscellanies: Sozialen |frequenzy: 2
NamedEntity-Miscellanies: GWB |frequenzy: 2
NamedEntity-Miscellanies: A 1 |frequenzy: 2
NamedEntity-Miscellanies: Tröpfchen |frequenzy: 2
NamedEntity-Miscellanies: Regierungschefin |frequenzy: 2
NamedEntity-Miscellanies: Luftangriffe |frequenzy: 2
NamedEntity-Miscellanies: Mut zur Zukunft |frequenzy: 2
NamedEntity-Miscellanies: Infektionsgeschehen |frequenzy: 2
NamedEntity-Miscellanies: Im vergangenen Jahr |frequenzy: 2
NamedEntity-Miscellanies: Rentenniveau |frequenzy: 2
NamedEntity-Miscellanies: LehmannPaul LehriederDr |frequenzy: 2
NamedEntity-Miscellanies: Vertrag von Maastricht |frequenzy: 2
NamedEntity-Miscellanies: Hohen Hauses |frequenzy: 2
NamedEntity-Miscellanies: Im Jahr 2019 |frequenzy: 2
NamedEntity-Miscellanies: Berufsstand |frequenzy: 2
NamedEntity-Miscellanies: Trisomie 21 |frequenzy: 2
NamedEntity-Miscellanies: Mini-Nukes |frequenzy: 2
NamedEntity-Miscellanies: Pflichtverteidigers |frequenzy: 2
NamedEntity-Miscellanies: BreherSebastian |frequenzy: 2
NamedEntity-Miscellanies: Pflege |frequenzy: 2
NamedEntity-Miscellanies: Nord Stream  |frequenzy: 2
NamedEntity-Miscellanies: Euro-Einführung |frequenzy: 2
NamedEntity-Miscellanies: Investor-Staat-Schiedsgerichte |frequenzy: 2
NamedEntity-Miscellanies: 1  |frequenzy: 2
NamedEntity-Miscellanies: rumänischer |frequenzy: 2
NamedEntity-Miscellanies: Herbrand |frequenzy: 2
NamedEntity-Miscellanies: BaFin  |frequenzy: 2
NamedEntity-Miscellanies: Wir Sozialdemokratinnen |frequenzy: 2
NamedEntity-Miscellanies: Saison-Kurzarbeitergeld |frequenzy: 2
NamedEntity-Miscellanies: G  |frequenzy: 2
NamedEntity-Miscellanies: Nazi |frequenzy: 2
NamedEntity-Miscellanies: Berufes |frequenzy: 2
NamedEntity-Miscellanies: HeilmannFrank Heinrich Mark |frequenzy: 2
NamedEntity-Miscellanies: Gemeinsames Europäisches |frequenzy: 2
NamedEntity-Miscellanies: 25-Prozent-Quorum |frequenzy: 2
NamedEntity-Miscellanies: Afghanistan  |frequenzy: 2
NamedEntity-Miscellanies: Unser Grundgesetz |frequenzy: 2
NamedEntity-Miscellanies: MOIA |frequenzy: 2
NamedEntity-Miscellanies: Rundfunkstaatsvertrag |frequenzy: 2
NamedEntity-Miscellanies: Ihres Gesetzentwurfes |frequenzy: 2
NamedEntity-Miscellanies: Ifo-Institut |frequenzy: 2
NamedEntity-Miscellanies: Korans |frequenzy: 2
NamedEntity-Miscellanies: Verkehrsminister |frequenzy: 2
NamedEntity-Miscellanies: Dr BarbaraHendricksSPDDr |frequenzy: 2
NamedEntity-Miscellanies: Turnhallen |frequenzy: 2
NamedEntity-Miscellanies: Industrie  |frequenzy: 2
NamedEntity-Miscellanies: Kinderlosen |frequenzy: 2
NamedEntity-Miscellanies: Einstieg des |frequenzy: 2
NamedEntity-Miscellanies: Anti-Doping-Gesetz |frequenzy: 2
NamedEntity-Miscellanies: Londoner |frequenzy: 2
NamedEntity-Miscellanies: Die Alternative |frequenzy: 2
NamedEntity-Miscellanies: Wünsch |frequenzy: 2
NamedEntity-Miscellanies: Riester-­Rente |frequenzy: 2
NamedEntity-Miscellanies: Big Brother |frequenzy: 2
NamedEntity-Miscellanies: Das ist schön |frequenzy: 2
NamedEntity-Miscellanies: Rettung der deutschen |frequenzy: 2
NamedEntity-Miscellanies: GRW-Mittel |frequenzy: 2
NamedEntity-Miscellanies: vorgeblicher |frequenzy: 2
NamedEntity-Miscellanies: Euro-Rettungspaket |frequenzy: 2
NamedEntity-Miscellanies: Sitzungswochen |frequenzy: 2
NamedEntity-Miscellanies: zehn Jahre nehmen |frequenzy: 2
NamedEntity-Miscellanies: OECD-Staaten |frequenzy: 2
NamedEntity-Miscellanies: fanatischen |frequenzy: 2
NamedEntity-Miscellanies: Ausgleichsleistungsgesetz |frequenzy: 2
NamedEntity-Miscellanies: Meine Generation |frequenzy: 2
NamedEntity-Miscellanies: VerteidigungParl |frequenzy: 2
NamedEntity-Miscellanies: britisches |frequenzy: 2
NamedEntity-Miscellanies: Leistungserbringern |frequenzy: 2
NamedEntity-Miscellanies: Neudeutsch |frequenzy: 2
NamedEntity-Miscellanies: Handelskrieg |frequenzy: 2
NamedEntity-Miscellanies: Unionsfraktion |frequenzy: 2
NamedEntity-Miscellanies: AStA |frequenzy: 2
NamedEntity-Miscellanies: Hurra |frequenzy: 2
NamedEntity-Miscellanies: Draghi |frequenzy: 2
NamedEntity-Miscellanies: Paul-Löbe-Haus |frequenzy: 2
NamedEntity-Miscellanies: Parlamentsarmee |frequenzy: 2
NamedEntity-Miscellanies: Liebe SPD |frequenzy: 2
NamedEntity-Miscellanies: Bund  |frequenzy: 2
NamedEntity-Miscellanies: Bundes-Immissionsschutzgesetz |frequenzy: 2
NamedEntity-Miscellanies: Herr Seehofer |frequenzy: 2
NamedEntity-Miscellanies: Handwerksnovelle |frequenzy: 2
NamedEntity-Miscellanies: Bürgerkrieg in |frequenzy: 2
NamedEntity-Miscellanies: Dritte Reich |frequenzy: 2
NamedEntity-Miscellanies: iPad |frequenzy: 2
NamedEntity-Miscellanies: Target-Forderungen |frequenzy: 2
NamedEntity-Miscellanies: CSUErich |frequenzy: 2
NamedEntity-Miscellanies: Das habe ich gesagt |frequenzy: 2
NamedEntity-Miscellanies: Cyberangriffe |frequenzy: 2
NamedEntity-Miscellanies: NölkeHagen |frequenzy: 2
NamedEntity-Miscellanies: NielsAnnenStaatsminister |frequenzy: 2
NamedEntity-Miscellanies: No-go-Areas |frequenzy: 2
NamedEntity-Miscellanies: Existenzminimums |frequenzy: 2
NamedEntity-Miscellanies: Posts |frequenzy: 2
NamedEntity-Miscellanies: Aufenthaltsrechts |frequenzy: 2
NamedEntity-Miscellanies: Expertin |frequenzy: 2
NamedEntity-Miscellanies: Agenda Attraktivität |frequenzy: 2
NamedEntity-Miscellanies: VN |frequenzy: 2
NamedEntity-Miscellanies: IARC |frequenzy: 2
NamedEntity-Miscellanies: LaySabine LeidigRalph |frequenzy: 2
NamedEntity-Miscellanies: chaotisches |frequenzy: 2
NamedEntity-Miscellanies: deutschen Asylbewerberunterkünften |frequenzy: 2
NamedEntity-Miscellanies: Fakt  |frequenzy: 2
NamedEntity-Miscellanies: Euro‑5- |frequenzy: 2
NamedEntity-Miscellanies: LudwigKarin |frequenzy: 2
NamedEntity-Miscellanies: MINT-Akademiker |frequenzy: 2
NamedEntity-Miscellanies: Liebe Kollegen |frequenzy: 2
NamedEntity-Miscellanies: griechischem |frequenzy: 2
NamedEntity-Miscellanies: JürgenPohlAfDJürgen Pohl |frequenzy: 2
NamedEntity-Miscellanies: LotharBindingSPD |frequenzy: 2
NamedEntity-Miscellanies: LINKEDoris |frequenzy: 2
NamedEntity-Miscellanies: Buches |frequenzy: 2
NamedEntity-Miscellanies: Bild am Sonntag |frequenzy: 2
NamedEntity-Miscellanies: Gewerbesteuerumlage |frequenzy: 2
NamedEntity-Miscellanies: Nachhinein |frequenzy: 2
NamedEntity-Miscellanies: TARGET-Salden |frequenzy: 2
NamedEntity-Miscellanies: osmanischen |frequenzy: 2
NamedEntity-Miscellanies: Jahr 2015 |frequenzy: 2
NamedEntity-Miscellanies: StumppMarkus |frequenzy: 2
NamedEntity-Miscellanies: Ihre Einlassungen |frequenzy: 2
NamedEntity-Miscellanies: Gesetzespakets |frequenzy: 2
NamedEntity-Miscellanies: Der Haushalt |frequenzy: 2
NamedEntity-Miscellanies: Was haben wir |frequenzy: 2
NamedEntity-Miscellanies: Türkisch |frequenzy: 2
NamedEntity-Miscellanies: CSUMarkus |frequenzy: 2
NamedEntity-Miscellanies: Steueroasen-Abwehrgesetz |frequenzy: 2
NamedEntity-Miscellanies: Bibelübersetzung |frequenzy: 2
NamedEntity-Miscellanies: Türe |frequenzy: 2
NamedEntity-Miscellanies: Meine Güte! |frequenzy: 2
NamedEntity-Miscellanies: Person  |frequenzy: 2
NamedEntity-Miscellanies: Forschenden |frequenzy: 2
NamedEntity-Miscellanies: im Jahr 2000 |frequenzy: 2
NamedEntity-Miscellanies: Mumps |frequenzy: 2
NamedEntity-Miscellanies: Mafia |frequenzy: 2
NamedEntity-Miscellanies: Liebe Zuschauer auf der Tribüne |frequenzy: 2
NamedEntity-Miscellanies: Lateinische |frequenzy: 2
NamedEntity-Miscellanies: Mullah-Regimes |frequenzy: 2
NamedEntity-Miscellanies: europäischen Institutionen |frequenzy: 2
NamedEntity-Miscellanies: DDR 2 0 |frequenzy: 2
NamedEntity-Miscellanies: LINKEHeidrun |frequenzy: 2
NamedEntity-Miscellanies: SteffenMathias |frequenzy: 2
NamedEntity-Miscellanies: Wissenschaftlichen Dienstes des Deutschen Bundestages |frequenzy: 2
NamedEntity-Miscellanies: Vollmitgliedschaft |frequenzy: 2
NamedEntity-Miscellanies: Protokoll 1Anlage 8 |frequenzy: 2
NamedEntity-Miscellanies: Strebens |frequenzy: 2
NamedEntity-Miscellanies: Brief |frequenzy: 2
NamedEntity-Miscellanies: Oberflächengewässer |frequenzy: 2
NamedEntity-Miscellanies: leugnet |frequenzy: 2
NamedEntity-Miscellanies: Unterm Strich |frequenzy: 2
NamedEntity-Miscellanies: SensburgThomas |frequenzy: 2
NamedEntity-Miscellanies: AfD   |frequenzy: 2
NamedEntity-Miscellanies: AloisRainerCDU/ |frequenzy: 2
NamedEntity-Miscellanies: Kinderfreibetrages |frequenzy: 2
NamedEntity-Miscellanies: Ende –  |frequenzy: 2
NamedEntity-Miscellanies: SodEG |frequenzy: 2
NamedEntity-Miscellanies: Helmholtz-Gemeinschaft |frequenzy: 2
NamedEntity-Miscellanies: Kollateralschaden |frequenzy: 2
NamedEntity-Miscellanies: MPK |frequenzy: 2
NamedEntity-Miscellanies: Heidelberger |frequenzy: 2
NamedEntity-Miscellanies: Opel Adam |frequenzy: 2
NamedEntity-Miscellanies: preußische |frequenzy: 2
NamedEntity-Miscellanies: Einzelplan 19 |frequenzy: 2
NamedEntity-Miscellanies: an – |frequenzy: 2
NamedEntity-Miscellanies: WGs |frequenzy: 2
NamedEntity-Miscellanies: süddeutscher |frequenzy: 2
NamedEntity-Miscellanies: Herren – Ja |frequenzy: 2
NamedEntity-Miscellanies: Rentenauszahlungen |frequenzy: 2
NamedEntity-Miscellanies: Quotenfrauen |frequenzy: 2
NamedEntity-Miscellanies: AnnalenaBaerbockBÜNDNIS 90 |frequenzy: 2
NamedEntity-Miscellanies: Prager Frühling |frequenzy: 2
NamedEntity-Miscellanies: Interessenverbänden |frequenzy: 2
NamedEntity-Miscellanies: Bundesfinanzminister  |frequenzy: 2
NamedEntity-Miscellanies: JürgenPohlAfDJürgen |frequenzy: 2
NamedEntity-Miscellanies: PISA |frequenzy: 2
NamedEntity-Miscellanies: AfD-Antrages |frequenzy: 2
NamedEntity-Miscellanies: CSUMatern |frequenzy: 2
NamedEntity-Miscellanies: AfD Aber |frequenzy: 2
NamedEntity-Miscellanies: niedersächsischen |frequenzy: 2
NamedEntity-Miscellanies: Ozonloch |frequenzy: 2
NamedEntity-Miscellanies: Bundesfinanzminister |frequenzy: 2
NamedEntity-Miscellanies: G-20-Gipfels |frequenzy: 2
NamedEntity-Miscellanies: BetrVG |frequenzy: 2
NamedEntity-Miscellanies: deutsch-französischen Vertrag |frequenzy: 1
NamedEntity-Miscellanies: Jagdsignale |frequenzy: 1
NamedEntity-Miscellanies: Allgemeinen Eisenbahngesetz |frequenzy: 1
NamedEntity-Miscellanies: Refoulement-Verbot der Genfer Flüchtlingskonvention |frequenzy: 1
NamedEntity-Miscellanies: Jahr 1976 |frequenzy: 1
NamedEntity-Miscellanies: Etat des Ministeriums für wirtschaftliche Zusammenarbeit und Entwicklung |frequenzy: 1
NamedEntity-Miscellanies: Junge Deutsche 2019 |frequenzy: 1
NamedEntity-Miscellanies: Wer nicht weiß |frequenzy: 1
NamedEntity-Miscellanies: Dreistufenplan  |frequenzy: 1
NamedEntity-Miscellanies: Schiffscontainer  |frequenzy: 1
NamedEntity-Miscellanies: Der nächste gutgelaunte Redner |frequenzy: 1
NamedEntity-Miscellanies: auf 15  |frequenzy: 1
NamedEntity-Miscellanies: radikalislamischen |frequenzy: 1
NamedEntity-Miscellanies: In welchem Jahr |frequenzy: 1
NamedEntity-Miscellanies: 5G-Lizenzen |frequenzy: 1
NamedEntity-Miscellanies: Das Gericht |frequenzy: 1
NamedEntity-Miscellanies: letzter Zeit exponentiell |frequenzy: 1
NamedEntity-Miscellanies: Pro Quote Film |frequenzy: 1
NamedEntity-Miscellanies: Chemiekonzerne |frequenzy: 1
NamedEntity-Miscellanies: Gründungsdokument |frequenzy: 1
NamedEntity-Miscellanies: Grundrechtecharta der Europäischen Union |frequenzy: 1
NamedEntity-Miscellanies: E-Sport |frequenzy: 1
NamedEntity-Miscellanies: HIV-Infektion |frequenzy: 1
NamedEntity-Miscellanies: Lockdown-Ausgaben |frequenzy: 1
NamedEntity-Miscellanies: FDP-Fraktion Dr  Florian Toncar |frequenzy: 1
NamedEntity-Miscellanies: Grünen-Bundesvorsitzenden |frequenzy: 1
NamedEntity-Miscellanies: MINT-Fachkräfte |frequenzy: 1
NamedEntity-Miscellanies: Antifa-Gruppen |frequenzy: 1
NamedEntity-Miscellanies: Konferenz für Sicherheit und Zusammenarbeit |frequenzy: 1
NamedEntity-Miscellanies: rassendiskriminierendes |frequenzy: 1
NamedEntity-Miscellanies: Der letzte Satz: Wir |frequenzy: 1
NamedEntity-Miscellanies: Expertenkreis |frequenzy: 1
NamedEntity-Miscellanies: KFOR-Mandat |frequenzy: 1
NamedEntity-Miscellanies: Bußgeldrahmen |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis Deutschlands |frequenzy: 1
NamedEntity-Miscellanies: Reproduktive |frequenzy: 1
NamedEntity-Miscellanies: YükselDr |frequenzy: 1
NamedEntity-Miscellanies: MGCS  |frequenzy: 1
NamedEntity-Miscellanies: Amt für Infrastruktur |frequenzy: 1
NamedEntity-Miscellanies: UN  |frequenzy: 1
NamedEntity-Miscellanies: irrwitziger |frequenzy: 1
NamedEntity-Miscellanies: Bundeswehrausbilder |frequenzy: 1
NamedEntity-Miscellanies: Wilkau-Haßlau |frequenzy: 1
NamedEntity-Miscellanies: rot-rot |frequenzy: 1
NamedEntity-Miscellanies: Solls bei der deutschen Umsetzungsgesetzgebung |frequenzy: 1
NamedEntity-Miscellanies: EU-finanzierten |frequenzy: 1
NamedEntity-Miscellanies: G-20-Präsidentschaft |frequenzy: 1
NamedEntity-Miscellanies: DLF Das |frequenzy: 1
NamedEntity-Miscellanies: Rundfunkbeitrags |frequenzy: 1
NamedEntity-Miscellanies: JoeBiden |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Fall |frequenzy: 1
NamedEntity-Miscellanies: vorne“ Ist |frequenzy: 1
NamedEntity-Miscellanies: Verwundetenabzeichen |frequenzy: 1
NamedEntity-Miscellanies: Mullah-Regime |frequenzy: 1
NamedEntity-Miscellanies: Maoistischer Totalitarismus |frequenzy: 1
NamedEntity-Miscellanies: Komplettzugriff |frequenzy: 1
NamedEntity-Miscellanies: Rotkäppchen |frequenzy: 1
NamedEntity-Miscellanies: plumper antiamerikanischer Polemikwerden |frequenzy: 1
NamedEntity-Miscellanies: OECD-Ebene |frequenzy: 1
NamedEntity-Miscellanies: x-beliebigen |frequenzy: 1
NamedEntity-Miscellanies: landab |frequenzy: 1
NamedEntity-Miscellanies: derWirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Moria“ Das Video |frequenzy: 1
NamedEntity-Miscellanies: Liebe Kollegin Gohlke |frequenzy: 1
NamedEntity-Miscellanies: Komplettumstieg vom Auto |frequenzy: 1
NamedEntity-Miscellanies: vogue |frequenzy: 1
NamedEntity-Miscellanies: StGB Auch |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Rates |frequenzy: 1
NamedEntity-Miscellanies: Advent  |frequenzy: 1
NamedEntity-Miscellanies: Baupreise |frequenzy: 1
NamedEntity-Miscellanies: Schade |frequenzy: 1
NamedEntity-Miscellanies: CO2-Einsparfantastiker |frequenzy: 1
NamedEntity-Miscellanies: reingehen |frequenzy: 1
NamedEntity-Miscellanies: erzwingen 1 Million E-Autos |frequenzy: 1
NamedEntity-Miscellanies: Familienzuschlages |frequenzy: 1
NamedEntity-Miscellanies: AmthorPeter |frequenzy: 1
